publication_type	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	coverage_depth	coverage_notes	publisher_name	linking_issn
serial	Perspektif	1412-8004	2540-8240	2016	14		2021	20				container_ob6gahpga5c23gfixrf7pj7p5m	fulltext		Indonesian Agency For Agricultural Research and Development (IAARD)	1412-8004
serial	Shaut Al-Maktabah	2339-1456		2019	11		2021	13				container_kbm5pr27brbglkklfoyk6dsluu	fulltext			2339-1456
serial	Quality : Jurnal Kesehatan	1978-4325	2655-2434	1970	11		2021	15				container_a2fnb2wtt5fnbiunvsfnxjtwa4	fulltext		Politeknik Kesehatan Jakarta I	1978-4325
serial	Media penelitian pendidikan	1978-936X	2528-0562	2017	11		2021	15				container_kthrjo2vifhxzo33jf3iyqwjwe	fulltext		Universitas PGRI Semarang	1978-936X
serial	Jurnal Riset Akuntansi Aksioma	1858-0785	2654-8488	2020	19		2022	21				container_hko2lne3uvfuhhf457hovy67tu	fulltext		Universitas Mataram	1858-0785
serial	Acta Agraria Kaposváriensis	1418-1789		2018	22		2022	26				container_4gwndxyq2bfghpreiey2hhgopu	fulltext		Acta Agraria Kaposvariensis	1418-1789
serial	Nearco		1982-8713	2020	12		2021	13				container_eko4mtxuhndjzfqofyhcws4tky	fulltext		Universidade do Estado do Rio de Janeiro	1982-8713
serial	Jurnal Filsafat dan Pemikiran Keislaman Refleksi	1411-9951	2548-4745	2020	19		2022	22				container_tecc7tfsyjasrl3oalgakn4cka	fulltext		Program Studi Aqidah dan Filsafat Islam, Universitas Islam Negeri Sunan Kalijaga Yogyakarta	1411-9951
serial	Al-Buhuts	1907-0977	2442-823X	2017	13		2020	16				container_b4sd7gbb4zg7xbklw5tuc2eani	fulltext		Institut Agama Islam Negeri Sultan Amai Gorontalo	1907-0977
serial	Synergy. Journal of the Department of Modern Languages and Business Communication	1841-7191		2021	17		2023	18				container_cn64p7p3tjhvxhkpy5v55mu74m	fulltext		Department of Modern Languages and Business Communication, Bucharest Academy of Economic Studies	1841-7191
serial	Ekphrasis: Images, Cinema, Theory, Media	2067-631X	2559-2068	2014	17		2022	28				container_afahqmzflradxl7cdzh2m2adtq	fulltext		Babes-Bolyai University	2067-631X
serial	Paradigma Económico	2007-3062	2594-1348	2019	11		2022	15				container_ju7o7dsaozdjrh7oi5vmu3xdaq	fulltext		Universidad Autonoma del Estado de Mexico	2007-3062
serial	Education en débats		1660-7147	2021	10		2022	12				container_atudzkeef5cabenkvstqpnqjwu	fulltext		Haute École Pédagogique BEJUNE	1660-7147
serial	Jurnal Agripeat	1411-6782	2620-6935	2019	18		2022	23				container_qdhscdtkazd5hm4lmtbvjucifm	fulltext		Universitas Palangka Raya	1411-6782
serial	INFORMASI (Jurnal Informatika dan Sistem Informasi)	2085-8795	2715-7040	2019	11		2022	14				container_xdcqat5rnzbxtdltzivsos273q	fulltext		STMIK IM	2715-7040
serial	Jurnal administrasi publik	1858-2168		2018	14		2022	18				container_vrh4rxb5xzgrrkb4niihvddjza	fulltext			1858-2168
serial	Korean Journal of Neuromuscular Disorders	2093-3312		2020	12		2022	14				container_y2oljftgi5hkjgpwnwsbxvpcsm	fulltext		Korean Society of Neuromuscular Disorders	2093-3312
serial	Jurnal Ilmu Kesehatan Bhakti Husada: Health Sciences Journal	2252-9462	2623-1204	2019	10		2022	13				container_mo4bmx65bjgyfja5run7uublu4	fulltext		Sekolah Tinggi Ilmu Kesehatan Kuningan Garawangi	2252-9462
serial	Women in Judaism: a multidisciplinary journal		1209-9392	2020	17		2022	18				container_yh4j44mmnjbybf34sqgaz35vry	fulltext		University of Toronto	1209-9392
serial	Revista de Medicina y Ética	0188-5022	2594-2166	2019	30		2021	32				container_dkx3dg3rgzfsphawccnyshbksq	fulltext		Universidad Anahuac Mexico	2594-2166
serial	Jurnal Penelitian dan Evaluasi Pendidikan Indonesia	2613-957X	2686-1933	2021	11		2022	12				container_ohlagnwfjjfi3axoke6pu5hlva	fulltext		Universitas Pendidikan Ganesha	2613-957X
serial	Revue internationale de pédagogie de l'enseignement supérieur (RIPES)	0383-0802	2076-8427	2009	25		2020	36				container_as4ngkclvncltjlbtfi3wo3ciq	fulltext		Association internationale de pédagogie universitaire	0383-0802
serial	Management and Accounting Review (MAR)	2600-7975	2550-1895	2017	16		2022	21				container_3l5ry6vb3rh5lnobjym7snfgay	fulltext		UiTM Press, Universiti Teknologi MARA	2550-1895
serial	Theology in Scotland	1465-2862	1465-2862	2019	26		2022	29				container_34sdk6gczvg67e6ky6axrx7ez4	fulltext		University of St. Andrews Library	1465-2862
serial	Journal of Tourism and Services		1804-5650	2018	10		2021	12				container_aruyozelzbbt7nkmb4hwihqkey	fulltext		University College of Business in Prague	1804-5650
serial	Anglistik	0947-0034	2625-2147	2019	30		2020	31				container_3vswav2sirfhlhdkhjxiamefuu	fulltext		Universitatverlag WINTER Heidelberg	0947-0034
serial	Jurnal Sehat Mandiri	1978-8517	2615-8760	2017	12		2022	17				container_bhb6ycxupvdqfau7ckpfyzm4aq	fulltext		Poltekkes Kemenkes Padang	1978-8517
serial	BULLETIN OF THE KARAGANDA UNIVERSITY-MATHEMATICS	2518-7929	2518-7929	2019	94		2021	107				container_vc5dcgedsnf4thdlagnonnzi3i	fulltext		Buketov Karaganda State University	2518-7929
serial	Revizor	1450-7005	2620-1461	2018	21		2022	25				container_3w3535qgpncifcflxubjazf77a	fulltext		Centre for Evaluation in Education and Science	1450-7005
serial	Damianus: Journal of Medicine	2086-4256	2656-4971	2019	18		2021	20				container_xy5wrkukkfga7clu5rkmcjshlm	fulltext		Atma Jaya Catholic University of Indonesia	2086-4256
serial	DttP Documents to the People	0091-2085	0091-2085	2016	32		2021	49				container_2ai7egafabcjzi6inlvcskklqq	fulltext		American Library Association	0091-2085
serial	Bezbednost Beograd	0409-2953		2014	56		2022	64				container_7t6gy72vpza2zl2ojhygf4tgvq	fulltext		Centre for Evaluation in Education and Science	0409-2953
serial	Competence (Kompetensi)	1907-4824	2541-2655	2019	12		2021	15				container_q533bbxxl5ampciopgcvnh2a64	fulltext		University of Trunojoyo Madura	1907-4824
serial	Mudīriyyat va barnāmah/rīzī dar niẓām/hā-yi āmūzishī	2423-5261		2019	12		2021	14				container_xz4bthjjabduzagdzjvhfgk5ki	fulltext			2423-5261
serial	Nordisk Administrativt Tidsskrift	0029-1285	2246-1310	2020	97		2021	98				container_42krcwbdmjaatcv3nap6nyx2aa	fulltext		Nordisk Administrativt Forbund	0029-1285
serial	Culture Management	1896-8201	2084-3976	2018	19		2021	22				container_mmcy5p4bavde7bvfa5bxv5pizi	fulltext		Uniwersytet Jagiellonski – Wydawnictwo Uniwersytetu Jagiellonskiego	1896-8201
serial	Revista Mexicana de Patología Clínica y Medicina de Laboratorio	0185-6014		2020	67		2022	69				container_g3q65qvwdvdtlbggfu55mbcvji	fulltext		GRAPHIMEDIC SA DE CV	0185-6014
serial	Navigation		2433-1201	1954	1		1956	5				container_mbh5tn7pzjahbn7elmcar4kawa	fulltext		J-STAGE	2433-1201
serial	Studia Polityczne	1230-3135		2020	48		2021	49				container_3fdi7hvkkvhlvm5wn4qe2bv3ie	fulltext		Polska Akademia Nauk, Instytut Studiów Politycznych ; Collegium Civitas ; CEEOL	1230-3135
serial	Revista Ágora		1980-0096	2020	31		2021	32				container_nn2jpkgkjjc27hu565delgznoq	fulltext		Universidade Federal do Espírito Santo	1980-0096
serial	THE SCIENTIFIC ISSUES OF TERNOPIL VOLODYMYR HNATIUK NATIONAL PEDAGOGICAL UNIVERSITY. SERIES: GEOGRAPHY	2311-3383	2519-4577	2020	47		2022	54				container_huqpidbpjzcchgkaafcsnquhea	fulltext		Ternopil Volodymyr Hnatiuk National Pedagogical University	2311-3383
serial	Biological Communications	2542-2154	2587-5779	2017	62		2022	67				container_3qzdmysf4rhdjb3cswh6yc4agi	fulltext		Saint Petersburg State University	2542-2154
serial	Metszet	2061-2710	2061-2710	2019	10		2022	13				container_6ggxmfoxdjdxtcokruh5gysbzq	fulltext		Metszetek	2061-2710
serial	Widya Genitri : Jurnal Ilmiah Pendidikan, Agama dan Kebudayaan Hindu	2302-9102	2685-7189	2019	10		2022	13				container_p5rqc24ghjhnvf76aqthlujm6i	fulltext		STAH Dharma Sentana Sulawesi Tengah	2302-9102
serial	Portugália	0871-4290	2183-3516	2017	38		2020	41				container_po6vtnyawzdg5pr24g3gg72cnq	fulltext		Universidade do Porto, Faculdade de Letras	0871-4290
serial	BMJ Open Science		2398-8703	2018	2		2021	5				container_codlytygdrep5mty75p2x5fwjm	fulltext		BMJ	2398-8703
serial	Annals of Dunarea de Jos University of Galati. Fascicle XII, Welding Equipment and Technology	1221-4639	2668-6163	2018	29		2020	31				container_7yiut5mwcbbg7lwndn6kyffxby	fulltext		Universitatea Dunarea de Jos din Galati	1221-4639
serial	International Journal of Comparative Psychology	0889-3667	2168-3344	1993	6		2020	33				container_hkrlxhjgdvhhzlghiexwkzpway	fulltext		eScholarship Publishing, University of California	0889-3667
serial	Mandala of Health	0216-3098	2615-6954	2017	11		2021	14				container_7kq5r3lgszchtdbjym7xniepke	fulltext		Jenderal Soedirman University	0216-3098
serial	Translational and Clinical Pharmacology	2289-0882	2383-5427	2014	22		2021	29				container_5q2tzi4nefchrn3y2izvv6qvdq	fulltext		Korean Society for Clinical Pharmacology and Therapeutics (KAMJE)	2289-0882
serial	Insight: Jurnal Ilmiah Psikologi	1693-2552	2548-1800	2019	21		2020	22				container_4d5rke4l2vh75h4wkpqvuwztzq	fulltext		Universitas Mercu Buana Yogyakarta	1693-2552
serial	Tarbiyatuna: Jurnal Pendidikan Islam	2085-6539	2442-4579	2018	11		2022	15				container_7v3nxtneqrdkxnd42ptaqovxi4	fulltext		Koordinatorat Perguruan Tinggi Keagamaan Islam Swasta Wilayah IV Surabaya	2085-6539
serial	Advances in Virology	1687-8639	1687-8647	2009	2009		2021	2021				container_4qz6su5aabc7tgwuimfktrsdb4	fulltext		Hindawi Limited	1687-8639
serial	EGALITA	1907-3461	2686-066X	2018	11		2022	17				container_5b3bacce7rd5jmzrhpepe2jqfq	fulltext		Maulana Malik Ibrahim State Islamic University	2686-066X
serial	Miskolci Jogi Szemle	1788-0386		2021	16		2022	17				container_yqppaelk7nbd7e4xbczta5daqm	fulltext		Miskolci Jogi Szemle	1788-0386
serial	Quaderni dell'Osservatorio elettorale. QOE - IJES	0392-6753	2724-4679	2011	65		2022	85				container_nruzbromwvco5amhrzgksrh3xm	fulltext		Firenze University Press	0392-6753
serial	Journal of Home Economics Education	0386-2658		1960	1		1963	4				container_bmzefbwcrffjdfce4k7yldqeda	fulltext		The Japan Association of Home Economics Education	0386-2658
serial	Magyar Nyelvjárások	0541-9298	1588-7162	2018	56		2021	59				container_5hz6sowyfzhexobd6r3biayuky	fulltext		Magyar Nyelvjarasok	0541-9298
serial	Surgery Research and Practice	2356-7759	2356-6124	2014	2014		2023	2023				container_xfvqjzxjkbhcrdzlcw4ggyl64a	fulltext		Hindawi Limited	2356-6124
serial	Open Journal of Regenerative Medicine	2169-2513	2169-2521	2012	1		2020	9				container_nywnzkzhzbdmnen3qqrz7yjlde	fulltext		Scientific Research Publishing, Inc	2169-2521
serial	Case Reports in Veterinary Medicine	2090-7001	2090-701X	2012	2012		2022	2022				container_ulbakafns5frdoyymnnj26y2pa	fulltext		Hindawi Limited	2090-7001
serial	Developmental Observer		2689-2650	2020	13		2022	15				container_wwznwwvrizh35o5bf6p4d6u3ee	fulltext		IUScholarWorks	2689-2650
serial	Archive of Clinical Cases	2360-6975	2360-6975	2014	1		2020	7				container_onz23hvgkffldkbyxbnbx2icnq	fulltext		Grigore T. Popa University of Medicine and Pharmacy	2360-6975
serial	World Journal of Nuclear Science and Technology	2161-6795	2161-6809	2011	1		2020	10				container_l6gxrgqohzh5falyr5y44qzib4	fulltext		Scientific Research Publishing, Inc	2161-6795
serial	Modern technology, materials and design in construction	2311-1429	2311-1437	2019	26		2022	32				container_a5aiyrh6tvcj7hqqmlwxezntlq	fulltext		Vinnytsia National Technical University	2311-1429
serial	Varela		1810-3413	2018	18		2019	19				container_vnv56b2utbedjd53xbvxrydfam	fulltext		"Universidad Central ""Marta Abreu"" de Las Villas"	1810-3413
serial	Читалиште	2217-5555	2217-5563	1970	16		2023	21				container_6iqygjogwjejpkmgvjovyyrrn4	fulltext		Faculty of Philosophy, University of Novi Sad	2217-5555
serial	Prospectiva	1692-8261	2216-1368	1970	10		2020	18				container_ftrohntoufamvag77vqz4uzosi	fulltext		Editorial Uniautónoma	1692-8261
serial	Revista Perspectiva Filosófica - ISSN: 2357-9986	0104-6454	2357-9986	2017	44		2021	48				container_m3urdtdlwjbgfdv3yqwsjstitm	fulltext		Universidade Federal de Pernambuco	0104-6454
serial	Al-Maslahah : jurnal ilmu syariah	1907-0233	2502-8367	2020	16		2021	17				container_odhgqvwynrg3rejta4mjc7l2om	fulltext		IAIN Pontianak	2502-8367
serial	Journal of Analytical Methods in Chemistry	2090-8865	2090-8873	2012	2012		2020	2020				container_7cbab63cmbbanoqlwidwhozv6q	fulltext		Hindawi Limited	2090-8873
serial	PRILOZI	0350-1914	0350-1914	2014	4		2022	36				container_7fgjmt3bpnglxb2sf23wtbo7ye	fulltext		Walter de Gruyter	0350-1914
serial	European Journal for the Study of Thomas Aquinas		2657-3555	2013	33		2022	40				container_nrdnlpkfizdvrhtliiq6auia3m	fulltext		Walter de Gruyter GmbH	2657-3555
serial	PAEDAGOGIA	0126-4109	2549-6670	2017	20		2023	26				container_b24vajh2p5eitikq6wncqytytq	fulltext		Universitas Sebelas Maret	0126-4109
serial	Journal of Architecture and Urbanism	2029-7955	2029-7947	2006	30		2021	45				container_7ldt6lynbrdpthpssh577uwstu	fulltext		Vilnius Gediminas Technical University	2029-7947
serial	BMJ Surgery, Interventions, & Health Technologies		2631-4940	2019	1		2021	3				container_7a6d6idmrzb37nwcox6olmvpua	fulltext		BMJ	2631-4940
serial	Journal of Environmental and Public Health	1687-9805	1687-9813	2009	2009		2020	2020				container_y3xmhz2eofgshewiiq42a3bnsa	fulltext		Hindawi Limited	1687-9805
serial	Journal of Liver Cancer	2288-8128	2383-5001	2014	13		2021	21				container_kjfmwne32zhd5os4iek4yihksq	fulltext		Korean Liver Cancer Association	2288-8128
serial	e-Journal of Analysis and Applied Mathematics		2544-9990	2018	2018		2022	2022				container_qxfkxcymj5cddmi2ffvwvilq7u	fulltext		Walter de Gruyter GmbH	2544-9990
serial	Acta Universitatis Cibiniensis. Series E: Food Technology	2344-150X	2344-150X	2013	17		2020	24				container_5etkx7g2zrfwbbvrkkwapmkuqa	fulltext		De Gruyter Open Sp. z o.o.	2344-1496
serial	Advances in Modelling and Analysis B	1240-4543		2019	62		2022	65				container_yuzurvebivazlptvcltftrxxxy	fulltext		International Information and Engineering Technology Association	1240-4543
serial	Nukleonika	0029-5922	1508-5791	2013	59		2021	67				container_4fcf2budbfgirhv4tulejm3bku	fulltext		De Gruyter Open Sp. z o.o.	0029-5922
serial	PROCEEDINGS OF THE JAPANESE CONFERENCE ON HYDRAULICS	0913-4131	1884-9164	1976	20		1978	22				container_5rovgolthrfw3hpylca7oqqbsy	fulltext		Japan Society of Civil Engineers	0913-4131
serial	Jurnal Akuntansi dan Ekonomika	2089-1768	2613-9901	2020	10		2022	12				container_5ek5ivgtzvcyfktc7frad34qca	fulltext		LPPM Universitas Muhammadiyah Riau	2089-1768
serial	Journal of the Mexican Chemical Society	1870-249X	2594-0317	2019	52		2022	66				container_w4d6k5udpvdtvlrrasijljn7m4	fulltext		Sociedad Quimica de Mexico, A.C.	2594-0317
serial	Politeia. História e sociedade	1519-9339	2236-8094	2020	19		2022	20				container_w6wtl4uiqjfapo6rq4y7udyy3u	fulltext		Departamento de História, Universidade Estadual do Sudoeste da Bahia	1519-9339
serial	المجلة العلمیة لبحوث العلاقات العامة و الإعلان		2682-4671	2015	2015		2021	2021				container_7cxupkvuuvgtrg4duj5t3fuw5m	fulltext		Egypts Presidential Specialized Council for Education and Scientific Research	2356-9131
serial	Insights: The UKSG Journal	0953-0460	2048-7754	2014	27		2021	34				container_3dxqqnpgnfbbzgr225eu54mnzm	fulltext		UKSG	2048-7754
serial	Ciência e Técnica Vitivinícola	0254-0223	2416-3953	2020	35		2021	36				container_gytqkc7d3rdynpulc4z2efszxi	fulltext		EDP Open	0254-0223
serial	IQRA`: Jurnal Ilmu Perpustakaan dan Informasi (e-Journal)	1979-7737	2442-8175	2019	13		2021	15				container_lv4jpdhffjhtnolbflddburhoe	fulltext		UIN Sumatera Utara Medan	2442-8175
serial	Instrumentasi	0125-9202	2460-1462	2017	41		2022	46				container_wn3x66wa6fhl5j2j5dxwa6rnz4	fulltext		Center for Research and Development of Standardization	2460-1462
serial	Warta Geologi	0126-5539	2682-7549	2020	46		2021	47				container_eu3hag5or5gzpiogmebu72qvnm	fulltext		Geological Society of Malaysia	0126-5539
serial	El-Tsaqafah : Jurnal Jurusan PBA	2087-3638	2655-7746	2018	17		2023	21				container_4ihsbypv6bgbdnrtxib4jxseoe	fulltext		State Islamic University (UIN) Mataram	2087-3638
serial	Energetika	0235-7208	0235-7208	2011	57		2023	68				container_nbkbp74mv5aqfgtlxsnoiypscy	fulltext		Lithuanian Academy of Sciences	0235-7208
serial	Menotyra	1392-1002	2424-4708	2017	24		2022	29				container_r2opw53tyjfrxetbl5nn27226y	fulltext		Lithuanian Academy of Sciences	1392-1002
serial	Higher School of Economics Economic Journal	1813-8691	1813-8705	2018	22		2020	24				container_ifyrengmbjgybmqaxqx5vgrgmy	fulltext		National Research University, Higher School of Economics (HSE)	1813-8691
serial	Korean Journal of Veterinary Research	2466-1384	2466-1392	2011	51		2022	62				container_ryk6ibytwvhhbkbp6m6jvges3e	fulltext		The Korean Society of Veterinary Science (KJVR)	2466-1384
serial	Revista CONAMED	1405-6704	2007-932X	2020	25		2022	27				container_fdq3straqvgjroff436ymaec6i	fulltext		GRAPHIMEDIC SA DE CV	1405-6704
serial	Állattani Közlemények	0002-5658	0002-5658	2015	100		2022	107				container_fg6osa46pzeopg7prgrkuuzsve	fulltext		Allattani Kozlemenyek	0002-5658
serial	Real Estate Management and Valuation		2300-5289	2014	1		2020	28				container_tfzj7ktlhjc3di47cpsbwlesgi	fulltext		Sciendo	2300-5289
serial	Open Journal of Genetics	2162-4453	2162-4461	2011	1		2019	9				container_a56orqclvjaunpftwkqcgkcmci	fulltext		Scientific Research Publishing, Inc	2162-4453
serial	Case Reports in Cardiology	2090-6404	2090-6412	2011	2011		2021	2021				container_mz2wot6enjhifc5tuo3i5rqv74	fulltext		Hindawi Limited	2090-6404
serial	Philosophiques	0316-2923	1492-1391	1974	10		2019	46				container_524apaicfbbgfbn7znk3jsji3q	fulltext		Consortium Erudit	0316-2923
serial	Stroke Research and Treatment	2090-8105	2042-0056	2010	2010		2021	2021				container_vfug7uqhrzdy7h6dhmxub4dhzy	fulltext		Hindawi Limited	2042-0056
serial	JURNAL STUDI MANAJEMEN ORGANISASI	1693-8283		2016	12		2021	18				container_t5dzwbbpkbgmld6hxqnm2vj5je	fulltext		Institute of Research and Community Services Diponegoro University (LPPM UNDIP)	1693-8283
serial	Ekonomski pogledi	1450-7951	2334-7570	2013	16		2022	24				container_zq4l4mtbhvfejhnte3lxo5ew5m	fulltext		Centre for Evaluation in Education and Science	2334-7570
serial	Occupational Diseases and Environmental Medicine	2333-3561	2333-357X	2013	1		2019	7				container_utvol6ipg5awja4m6gmi3muq6m	fulltext		Scientific Research Publishing, Inc	2333-3561
serial	Kepes	1794-7111	2462-8115	2020	17		2022	19				container_h33i7gnerzf5nkdane5sso7doi	fulltext		Universidad de Caldas	1794-7111
serial	中国語学研究会会報		1884-6041	1951	1951		1954	1954				container_nh4qsa5qlrenfolabfb5mr3wfq	fulltext		J-STAGE	1884-6041
serial	Vidya Karya	0215-9619		2019	34		2022	37				container_dqafx4ebvvdfhockqov6thtjgy	fulltext		Center for Journal Management and Publication, Lambung Mangkurat University	0215-9619
