publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	oclc_number
Recherches Sociographiques 1976-1991	0034-1282		1962-01	3	1-2	1991-09	32	3	https://archive.org/details/pub_recherches-sociographiques		pub_recherches-sociographiques		fulltext		Les Presses de L'Universite Laval	serial								F	70587567
Recherches sur Diderot et sur l'Encyclopédie	0769-0886		1990-10		9	1995-01		18-19	https://archive.org/details/pub_recherches-sur-diderot-et-sur-lencyclopedie		pub_recherches-sur-diderot-et-sur-lencyclopedie		fulltext		Societe Diderot	serial								F	
Reclaiming Children and Youth 1996-2008	1089-5701		1996-03	5	1	2009-12	17	4	https://archive.org/details/pub_reclaiming-children-and-youth		pub_reclaiming-children-and-youth		fulltext		Starr Global Learning Network (dba Reclaiming Youth International)	serial								F	32661739
Reclaiming Quarterly			1983-09		12	1997-09		68	https://archive.org/details/pub_reclaiming-quarterly		pub_reclaiming-quarterly		fulltext		Reclaiming Quarterly	serial								F	48433509
Reclamation Era 1972-1983	0733-6446		1972-02	56	1	1983-01		1	https://archive.org/details/pub_reclamation-era		pub_reclamation-era		fulltext		Superintendent of Government Documents	serial								F	760035605
Reclamation Review 1978-1980	0160-788X		1978-01	1		1980-01	3		https://archive.org/details/pub_reclamation-review		pub_reclamation-review		fulltext		ELSEVIER LTD.	serial								F	932620461
Reconciliation Quarterly 1976-1999	0034-1479		1961-01		113	1999-12			https://archive.org/details/pub_reconciliation-quarterly		pub_reconciliation-quarterly		fulltext		Fellowship of Reconciliation	serial								F	3169972
Reconstructionist 1972-2005	0034-1495		1972-02	38	1	2006-03	70	2	https://archive.org/details/pub_reconstructionist		pub_reconstructionist		fulltext		Jewish Reconstructionist Federation	serial								F	1203484505
Record - AT & T Bell Laboratories 1925-1986	0749-8152		1925-09	1	1	1986-03	64	2	https://archive.org/details/pub_record-at-t-bell-laboratories		pub_record-at-t-bell-laboratories		fulltext		Bell Telephone Laboratories, Incorporated	serial								F	10815281
The Record Collector 1973-1984	0034-155X		1964-01	16		1984-04	28	11-12	https://archive.org/details/pub_record-collector		pub_record-collector		fulltext		Record Collector	serial								F	1077862677
Record of Christian Work	0364-4855		1907-01	26	1	1929-12	48	12	https://archive.org/details/pub_record-of-christian-work		pub_record-of-christian-work		fulltext		Record of Christian Work Co.	serial								F	62240902
Record of Research : Annual Report - Kenya Agricultural Research Institute			1928-01			1985-01			https://archive.org/details/pub_record-of-research-annual-report-kari		pub_record-of-research-annual-report-kari		fulltext		Kenya Agricultural Research Institute, Agricultural Research Department	serial								F	4099887
Record of the Art Museum, Princeton University 1942-2006	0032-843X		1942-03	1	1	2006-01	65		https://archive.org/details/pub_record-of-the-art-museum-princeton-university		pub_record-of-the-art-museum-princeton-university		fulltext		Princeton University - Art Museum	serial								F	935479941
Record Research	0034-1592		1963-01		48	1986-01		219-220	https://archive.org/details/pub_record-research		pub_record-research		fulltext		Record Research	serial								F	
The Records and Briefs of the Supreme Court of the United States			1877-12	378	243	1888-10	667	1162	https://archive.org/details/pub_records-briefs-supreme-court-usa		pub_records-briefs-supreme-court-usa		fulltext			serial								F	
Records in the British Public Records Office Relating to South Carolina			1711-01	6		1776-01	36		https://archive.org/details/pub_records-in-the-british-public-record-office-relating-sc		pub_records-in-the-british-public-record-office-relating-sc		fulltext		Historical Commission of South Carolina	serial								F	
Records Management Journal 2006-2007	0956-5698		2006-01	16	1	2007-01	17	3	https://archive.org/details/pub_records-management-journal		pub_records-management-journal		fulltext		Emerald Group Publishing Limited	serial								F	20478201
Records of the Department of State : Communications from Special Agents, 1794-1906			1794-04	1		1905-01	50		https://archive.org/details/pub_records-of-the-dos-communications-from-special-agents		pub_records-of-the-dos-communications-from-special-agents		fulltext		National Archives	serial								F	24141020
Records of the Past 1902-1914			1902-01	1	1	1914-03	13	7	https://archive.org/details/pub_records-of-the-past		pub_records-of-the-past		fulltext		Out-of-copyright	serial								F	
Records of the Women's Bureau of the U.S. Department of Labor, 1918-1965			1918-01	10		1945-11	2	8	https://archive.org/details/pub_records-of-the-women-bureau-us-dept-of-labor		pub_records-of-the-women-bureau-us-dept-of-labor		fulltext		University Publications of America	serial								F	41764457
Records of the Zoological Survey of India, Occasional Paper	0970-0714		2005-01		240	2005-01		240	https://archive.org/details/pub_records-of-the-zoological-survey-of-india-occasional-paper		pub_records-of-the-zoological-survey-of-india-occasional-paper		fulltext		Zoological Survey of India	serial								F	3526491
Records of researches in the Faculty of Agriculture, University of Tokyo	0563-8011		1952-03		1	1964-03		13	https://archive.org/details/pub_records-researches		pub_records-researches		fulltext		University of Tokyo	serial								F	1367280049
Records of the Zoological Survey of India : A Journal of Indian Zoology	0375-1511		2013-01	113	Part 4	2016-01	116	Part 4	https://archive.org/details/pub_records-zoological-survey-india		pub_records-zoological-survey-india		fulltext		Zoological Survey of India	serial								F	1203000144
Recreation 1907-1965			1907-04	1	1	1965-12	58	10	https://archive.org/details/pub_recreation		pub_recreation		fulltext		National Recreation and Park Association	serial								F	893690005
Recreation and Parks Law Reporter 1991-1996	0743-5649		1991-01	8	1	1996-01	13	4	https://archive.org/details/pub_recreation-and-parks-law-reporter		pub_recreation-and-parks-law-reporter		fulltext		National Recreation and Park Association	serial								F	10607496
Recreational Computing 1976-1981	0164-5846		1976-07	5	1	1981-09	10	2	https://archive.org/details/pub_recreational-computing		pub_recreational-computing		fulltext			serial								F	4511725
Recreative Magazine; Or Eccentricities of Literature and Life 1822			1822-01	1		1822-01	1		https://archive.org/details/pub_recreative-magazine-eccentricities-of-literature-life		pub_recreative-magazine-eccentricities-of-literature-life		fulltext		Open Court Publishing Co	serial								F	
Recreative Science: A Record and Remembrancer of Intellectual Observation 1860-1862			1860-01	1		1862-01	3		https://archive.org/details/pub_recreative-science-record-of-intellectual-observation		pub_recreative-science-record-of-intellectual-observation		fulltext		Groombridge and Sons	serial								F	1763544
Recueil de Travaux de la Societe d'Amateurs des Sciences, de l'Agriculture et des Arts a Lille			1823-01			1827-01			https://archive.org/details/pub_recueil-de-travaux-de-la-societe-damateurs-des-sciences-de-lagriculture-et-des-arts-a-lille		pub_recueil-de-travaux-de-la-societe-damateurs-des-sciences-de-lagriculture-et-des-arts-a-lille		fulltext			serial								F	
Recueil Des Travaux Chimiques Des Pays-Bas 1989-1996	0165-0513		1989-01	108	1	1996-11	115	11-12	https://archive.org/details/pub_recueil-des-travaux-chimiques-des-pays-bas		pub_recueil-des-travaux-chimiques-des-pays-bas		fulltext		DO NOTE SELL _ FILM MASTER ONLY	serial								F	1100831100
Red Clay Reader 1964-1970	0034-1975		1964-01		1	1970-01		7	https://archive.org/details/pub_red-clay-reader		pub_red-clay-reader		fulltext		Red Clay Publishers	serial								F	1763560
Red Dragon Comics 1947-1949			1947-11	1	1	1949-05	1	7	https://archive.org/details/pub_red-dragon-comics		pub_red-dragon-comics		fulltext			serial								F	
Red River Valley Historical Journal of World History	0362-6547		1976-03	1	1	1980-06	4	4	https://archive.org/details/pub_red-river-valley-historical-journal-of-world-history		pub_red-river-valley-historical-journal-of-world-history		fulltext		Red River Valley Historical Association	serial								F	
Red Star			1970-03		1	1971-10		6	https://archive.org/details/pub_red-star		pub_red-star		fulltext		Red Women's Detachment	serial								F	2266810
Redbook 1903-2016	0034-2106		1903-05	1	1	2014-12	223	6	https://archive.org/details/pub_redbook		pub_redbook		fulltext		a Division of Hearst Communications, Inc.	serial								F	5434081
Reedy's Mirror 1899-1920			1899-07	9	22	1920-08	29	35	https://archive.org/details/pub_reedys-mirror		pub_reedys-mirror		fulltext		Out-of-copyright	serial								F	
Reeves Journal 2006	0048-7066		2006-01	86	1	2006-12	86	12	https://archive.org/details/pub_reeves-journal		pub_reeves-journal		fulltext		BNP Media	serial								F	5120838
Referativnyi Zhurnal. Biologiya	0034-2300		1968-01	10	1	1991-01		12	https://archive.org/details/pub_referativnyi-zhurnal-biologiya		pub_referativnyi-zhurnal-biologiya		fulltext		VINITI RAN	serial								F	
Referativnyi Zhurnal. Geografiya	0034-2378		1971-01		10	1972-01		9	https://archive.org/details/pub_referativnyi-zhurnal-geografiya		pub_referativnyi-zhurnal-geografiya		fulltext		VINITI RAN	serial								F	
Referativnyi Zhurnal. Matematika	0034-2467		1953-01		1	1984-01		M-Z	https://archive.org/details/pub_referativnyi-zhurnal-matematika		pub_referativnyi-zhurnal-matematika		fulltext		VINITI RAN	serial								F	
Referativnyj žurnal : Fitopatologiya	0202-9235		1981-01		1	1992-01		9	https://archive.org/details/pub_referativnyj-zurnal		pub_referativnyj-zurnal		fulltext		Vsesoûznyj institut naučnoj i tehničeskoj informacii	serial								F	776225943
Referativnyj žurnal - Vsesoûznyj institut naučnoj i tehničeskoj informacii. 04, Biologiâ. 04V. Botanika	0869-4044		1992-01		1	1992-01		9	https://archive.org/details/pub_referativnyj-zurnal-biologiya		pub_referativnyj-zurnal-biologiya		fulltext		Vsesoûznyj institut naučnoj i tehničeskoj informacii	serial								F	1070781078
Reference and User Services Association. RUSA Update 1980-2001	1095-2624		1980-05	1	1	2001-10	22	4	https://archive.org/details/pub_reference-and-user-services-association-rusa-update		pub_reference-and-user-services-association-rusa-update		fulltext		American Library Association	serial								F	939096512
The Reference Librarian 2005-2009	0276-3877		2005-01		91-92	2009-10	50	4	https://archive.org/details/pub_reference-librarian		pub_reference-librarian		fulltext		Taylor & Francis Ltd	serial								F	7374895
Reference Services Review 1986-2014	0090-7324		1986-03	14	1	2014-01	42	4	https://archive.org/details/pub_reference-services-review		pub_reference-services-review		fulltext		Emerald Group Publishing Limited	serial								F	1785811
Reference & User Services Quarterly 1960-2014	2163-5242		1960-11	1	1	2015-06	54	4	https://archive.org/details/pub_reference-user-services-quarterly		pub_reference-user-services-quarterly		fulltext		American Library Association	serial								F	1089618857
Referaitvnyi Zhurnal Khimiia 1956-1963			1956-01	1		1963-01		Index	https://archive.org/details/pub_referwaitunyi-zhurnal		pub_referwaitunyi-zhurnal		fulltext		NAP Title Bucket	serial								F	
Reflections 1990-1994	0362-0611		1990-09	85	2	1994-06	89	2	https://archive.org/details/pub_reflections		pub_reflections		fulltext		Yale University - Divinity School	serial								F	311990742
Reflections = Réflexions	0838-4460		1988-01			1994-01			https://archive.org/details/pub_reflections-reflexions		pub_reflections-reflexions		fulltext		Institute of Intergovernmental Relations, Queen's University	serial								F	
Reflections	0362-0611		1965-11	63	1	1995-06	90	2	https://archive.org/details/pub_reflections-yale-divinity-school		pub_reflections-yale-divinity-school		fulltext		Yale Divinity School	serial								F	2642856
Reflector 1810-1811			1810-10	1	1-2	1821-09	1	1	https://archive.org/details/pub_reflector		pub_reflector		fulltext		Open Court Publishing Co	serial								F	
Reflets et Perspectives de la Vie Economique	0034-2971		1968-01	7	1	1993-01	32	6	https://archive.org/details/pub_reflets-et-perspectives-de-la-vie-economique		pub_reflets-et-perspectives-de-la-vie-economique		fulltext		De Boeck Universite	serial								F	
Reform 1985-1992	0313-153X		1984-01		36-60	1992-06		63	https://archive.org/details/pub_reform-au		pub_reform-au		fulltext		Law Reform Commission Australia	serial								F	2588348
Reform 1990	0306-7262		1984-01			1990-12			https://archive.org/details/pub_reform-uk		pub_reform-uk		fulltext		United Reformed Church History Society -	serial								F	6060672
Center for Reformation Research. Monthly Newsletter	0362-563X		1967-01		1-12	1974-02		64-67	https://archive.org/details/pub_reformation-research-monthly-newsletter		pub_reformation-research-monthly-newsletter		fulltext		Foundation for Reformation Research	serial								F	2192930
Reformed Bulletin of Mission			1965-03	1	1	1972-12	7	2	https://archive.org/details/pub_reformed-bulletin-of-mission		pub_reformed-bulletin-of-mission		fulltext		Orthodox Presbyterian Church	serial								F	1777079
Reformed Church Messenger			1874-07	40	28	1936-01	109	9	https://archive.org/details/pub_reformed-church-messenger		pub_reformed-church-messenger		fulltext		Reformed Church Publication House	serial								F	1695694
Reformed Communiqué			2010-09			2014-12			https://archive.org/details/pub_reformed-communique		pub_reformed-communique		fulltext		World Communion of Reformed Churches	serial								F	676913247
The Reformed Journal 1985-1990	0486-252X		1951-03	1	1	1990-12	40	10	https://archive.org/details/pub_reformed-journal		pub_reformed-journal		fulltext		Reformed Church Press	serial								F	1605740
The Reformed Journal	0486-252X		1959-01	9	1	1975-12	25	10	https://archive.org/details/pub_reformed-journal-1951		pub_reformed-journal-1951		fulltext		W.B. Eerdmans Publishing Company	serial								F	1605740
Reformed Quarterly Review 1849-1926	0364-3530		1849-01	1	1	1926-10	5	4	https://archive.org/details/pub_reformed-quarterly-review		pub_reformed-quarterly-review		fulltext		American Periodicals Series II	serial								F	1135570535
Reformed Review 1947-2008			1947-05	1	1	2008-09	61	3	https://archive.org/details/pub_reformed-review		pub_reformed-review		fulltext		Western Theological Seminary	serial								F	
Reformed Theological Review	0034-3072		1954-02	13	1	2016-12	75	3	https://archive.org/details/pub_reformed-theological-review		pub_reformed-theological-review		fulltext		Reformed Theological Society	serial								F	1776679
Reformed World 1966-2002	0034-3056		1966-03	29	1	2002-12	52	4	https://archive.org/details/pub_reformed-world		pub_reformed-world		fulltext		World Alliance Of Reformed Churches	serial								F	940732407
The Reformer and Christian 1820-1835			1820-01	1	1	1835-11	14	6	https://archive.org/details/pub_reformer-and-christian		pub_reformer-and-christian		fulltext		Open Court Publishing Co	serial								F	
Refrigeration and Air Conditioning 1958-2008			1958-01	61	718	2008-10	110	1327	https://archive.org/details/pub_refrigeration-and-air-conditioning		pub_refrigeration-and-air-conditioning		fulltext		EMAP MACLAREN	serial								F	
Regeneration Quarterly	1079-5626		1996-03	2	2	2003-03	9		https://archive.org/details/pub_regeneration-quarterly		pub_regeneration-quarterly		fulltext		Regeneration Forum	serial								F	31439374
Regensburger Mykologische Schriften	0944-2820		1993-01	1		2003-01	11		https://archive.org/details/pub_regensburger-mykologische-schriften		pub_regensburger-mykologische-schriften		fulltext		Regensburgische Botanische Gesellschaft	serial								F	33952238
